Column,Peak Index,Left,Right,Mean,Width,Choice,PTM
N_13143,1309,1300,1319,2631.5,18,False,False
N_13143,1379,1374,1382,2458.5555555555557,8,False,False
N_13143,1405,1401,1414,2518.0714285714284,13,False,False
N_13143,1503,1493,1507,2447.266666666667,14,False,False
N_13143,1589,1582,1593,2618.1666666666665,11,False,False
N_13143,1761,1757,1765,2584.8888888888887,8,False,False
N_13143,1787,1780,1802,2683.304347826087,22,False,False
N_13143,1842,1823,1853,2647.1290322580644,30,False,False
N_13143,1898,1859,1907,2482.5510204081634,47,False,False
N_13143,2012,2001,2022,2542.8636363636365,20,False,False
N_13143,2180,2175,2185,2430.0,9,False,False
N_13143,2259,2257,2265,2467.4444444444443,8,False,False
N_13143,2310,2285,2321,2513.2162162162163,35,False,False
N_13143,2330,2327,2336,2561.0,9,False,False
N_13143,2375,2371,2387,2544.294117647059,15,False,False
N_13143,2422,2415,2425,2594.818181818182,10,False,False
N_13143,2473,2465,2475,2553.909090909091,9,False,False
N_13143,2508,2497,2511,2551.0,14,False,False
N_13143,2520,2514,2525,2619.8333333333335,10,False,False
N_13143,2546,2533,2557,2570.92,23,False,False
N_13143,2593,2590,2598,2494.4444444444443,8,False,False
N_13143,2629,2620,2638,2553.4736842105262,18,False,False
N_13143,2682,2681,2689,2502.777777777778,8,False,False
N_13143,2772,2760,2778,2488.4736842105262,17,False,False
N_13143,2838,2833,2842,2618.6,9,False,False
N_13143,2880,2878,2895,2527.6666666666665,17,False,False
N_13143,2931,2926,2934,2418.8888888888887,8,False,False
N_13143,2977,2967,2980,2685.9285714285716,13,False,False
N_13143,3087,3081,3096,3058.625,15,False,False
N_13143,3131,3124,3137,2608.3571428571427,12,False,False
N_13143,3174,3171,3182,2621.3333333333335,11,False,False
N_13143,3206,3203,3216,2724.214285714286,12,False,False
N_13143,3233,3229,3238,2422.3,8,False,False
N_13143,3271,3265,3275,2555.090909090909,9,False,False
N_13143,0,3299,3309,3097.6115,11,False,True
N_13143,1,3300,3310,3216.2795,11,False,True
N_13143,2,3300,3312,3265.7245,13,False,True
N_13143,3,3299,3309,3137.1675,11,False,True
N_13143,4,3309,3324,3829.3975,16,False,True
N_13143,5,3303,3313,3414.0595,11,False,True
N_14251,0,19,25,2828.6455,7,False,True
N_14608,16,10,19,2467.9,9,False,False
N_14608,24,23,35,2459.153846153846,12,False,False
N_14608,99,87,103,2585.470588235294,16,False,False
N_14608,114,108,118,2451.2727272727275,9,False,False
N_14608,141,125,153,2661.3793103448274,27,False,False
N_14608,168,162,171,2630.1,9,False,False
N_14608,0,228,232,2834.545,5,False,True
N_14608,1,227,232,2748.379,6,False,True
N_14608,2,227,232,2777.1009999999997,6,False,True
N_14608,3,235,252,3600.465,18,False,True
N_14608,4,238,253,3763.223,16,False,True
N_14608,5,236,252,3638.761,17,False,True
N_20074,34,26,36,2716.2727272727275,9,False,False
N_20074,55,50,59,2542.2,8,False,False
N_20074,172,164,174,2867.5454545454545,10,False,False
N_20074,222,203,223,2411.095238095238,20,False,False
N_20074,249,241,252,2520.1666666666665,11,False,False
N_20074,291,277,298,2708.909090909091,21,False,False
N_20074,311,304,313,2502.3,9,False,False
N_20074,398,393,404,2473.3333333333335,11,False,False
N_20074,527,519,533,2712.9333333333334,14,False,False
N_20074,563,553,574,2436.4545454545455,21,False,False
N_20074,626,621,630,2562.9,8,False,False
N_20074,716,709,725,2621.705882352941,15,False,False
N_20074,825,803,843,2757.121951219512,39,False,False
N_20074,862,858,869,2423.3333333333335,10,False,False
N_20074,0,910,919,2902.2780000000002,10,False,True
N_20074,1,912,921,3073.422,10,False,True
N_20074,2,911,920,2987.85,10,False,True
N_20115,15,10,19,2634.7,9,False,False
N_20115,37,28,41,2600.214285714286,13,False,False
N_20115,89,75,97,2935.8695652173915,22,False,False
N_20115,138,131,141,2620.909090909091,10,False,False
N_20115,168,164,174,2547.0,10,False,False
N_20115,254,240,259,2639.45,19,False,False
N_20115,304,297,309,2530.923076923077,12,False,False
N_20115,342,341,352,2584.75,11,False,False
N_20115,380,373,385,2622.6153846153848,12,False,False
N_20115,514,510,519,2501.0,9,False,False
N_20115,537,530,539,2609.8,8,False,False
N_20115,607,596,612,2472.764705882353,15,False,False
N_20115,640,624,645,2444.7727272727275,20,False,False
N_20115,731,721,733,2555.6923076923076,12,False,False
N_20115,811,789,819,2496.1290322580644,30,False,False
N_20115,887,876,889,2711.1428571428573,13,False,False
N_20115,945,939,951,2423.6153846153848,11,False,False
N_20115,994,989,997,2426.3333333333335,8,False,False
N_20115,1093,1085,1094,2706.2,9,False,False
N_20115,1115,1106,1125,2705.0,19,False,False
N_20115,1241,1233,1244,2639.3333333333335,10,False,False
N_20115,0,1296,1310,3589.7075,15,False,True
N_20115,1,1293,1299,3204.5775000000003,7,False,True
N_20510,0,47,51,2440.3424999999997,5,False,True
N_20510,1,42,46,2470.7535,5,False,True
N_20510,2,67,75,3960.8925,9,False,True
N_22057,33,25,36,2471.6666666666665,10,False,False
N_22057,0,67,78,4073.114,12,False,True
N_22057,1,67,77,4020.7340000000004,11,False,True
N_22057,2,52,56,2658.8540000000003,5,False,True
N_22057,3,50,55,2564.5699999999997,6,False,True
N_2297,40,36,54,2487.2105263157896,18,False,False
N_2297,244,228,248,2736.6666666666665,19,False,False
N_2297,291,288,300,2462.6153846153848,12,False,False
N_2297,342,336,350,2589.3333333333335,14,False,False
N_2297,370,358,382,2854.6,23,False,False
N_2297,400,397,422,2708.6923076923076,24,False,False
N_2297,446,434,451,2529.277777777778,17,False,False
N_2297,494,470,500,3021.4193548387098,30,False,False
N_2297,532,527,536,2457.6,9,False,False
N_2297,630,621,635,2607.9333333333334,14,False,False
N_2297,687,650,691,2446.2380952380954,41,False,False
N_2297,711,707,720,2425.285714285714,12,False,False
N_2297,732,725,737,2452.153846153846,12,False,False
N_2297,782,777,785,2583.222222222222,8,False,False
N_2297,828,824,833,2708.0,8,False,False
N_2297,0,953,958,3193.9105,6,False,True
N_2297,1,951,957,3071.0665,7,False,True
N_2297,2,955,966,3582.9165,12,False,True
N_2297,3,953,959,3255.3325,7,False,True
N_2297,4,951,957,3050.5924999999997,7,False,True
N_23463,0,48,52,2452.605,5,False,True
N_23463,1,47,51,2501.0550000000003,5,False,True
N_23463,2,47,51,2481.675,5,False,True
N_23463,3,62,69,2966.175,8,False,True
N_23463,4,60,64,2704.545,5,False,True
N_23463,5,59,63,2665.785,5,False,True
N_2519,9,6,19,2911.0714285714284,13,False,False
N_2519,170,160,172,2461.076923076923,12,False,False
N_2519,210,206,215,2490.4,9,False,False
N_2519,255,252,261,2469.4,9,False,False
N_2519,0,386,405,3474.496,20,False,True
N_2519,1,385,404,3437.8239999999996,20,False,True
N_2519,2,405,414,4253.776,10,False,True
N_2519,3,385,404,3410.3199999999997,20,False,True
N_2519,4,384,391,3263.6319999999996,8,False,True
N_2519,5,381,388,3098.608,8,False,True
N_29424,0,37,52,4643.219999999999,16,False,True
N_29424,1,50,59,5422.46,10,False,True
N_7304,0,32,41,3241.2650000000003,10,False,True
N_7304,1,15,19,2576.2529999999997,5,False,True
N_7304,2,61,67,6544.8730000000005,7,False,True
N_7304,3,20,25,2940.937,6,False,True
